Code,Country,Type,Year,Production,Imports,Exports,Producer price,Consumption per capita,GHG,Consumption,GDP per capita
BRA,Brazil,Beef,1999,6413300,61190,308261,2051.573,25.049,247.602,6166229,8611.90028
BRA,Brazil,Beef,2000,6578800,82347,338119,2442.978,25.323,255.616,6323028,9060.786451
BRA,Brazil,Beef,2001,6823600,37245,523119,2684.009,25.037,266.001,6337726,9260.766116
BRA,Brazil,Beef,2002,7139300,70980,613366,2978.813,25.721,279.596,6596913,9568.063688
BRA,Brazil,Beef,2003,8503000,52097,832392,3485.874,29.734,296.271,7722705,9733.770924
BRA,Brazil,Beef,2004,8386300,44151,1160941,3615.861,27.655,309.925,7269510,10445.34462
BRA,Brazil,Beef,2005,9228700,43259,1368413,3462.209,29.724,313.4,7903545,10988.95839
BRA,Brazil,Beef,2006,10183600,22348,1595376,3369.496,32.032,310.722,8610572,11642.44413
BRA,Brazil,Beef,2007,10083900,28234,1779789,3759.291,30.677,300.139,8332345,12549.92785
BRA,Brazil,Beef,2008,8834600,39508,1502240,4915.064,26.872,303.656,7371867,13312.76342
BRA,Brazil,Beef,2009,8474100,150586,1438079,4921.008,25.946,307.228,7186606,13269.11878
BRA,Brazil,Beef,2010,8782500,45718,1484218,5233.421,26.267,313.561,7344000,14299.55155
BRA,Brazil,Beef,2011,8448400,36216,1219045,6183.687,25.75,318.679,7265570,15040.05765
BRA,Brazil,Beef,2012,8751654,47063,1404206,5994.373,25.973,316.797,7394511,15046.29018
BRA,Brazil,Beef,2013,9601909,45044,1748391,6214.39,27.503,317.475,7898563,15588.72613
BRA,Brazil,Beef,2014,9723000,62456,1768467,7714.762,27.677,318.335,8016989,15718.56495
BRA,Brazil,Beef,2015,8528200,47437,1406553,9079.488,24.543,326.387,7169084,14744.11363
BRA,Brazil,Beef,2016,8715749,50939,1422083,9631.253,24.938,333.938,7344605,14256.16339
BRA,Brazil,Beef,2017,8923277,45696,1573313,9217.646,24.909,333.144,7395660,14524.61354
BRA,Brazil,Beef,2018,9214641,37598,1836905,9462.223,24.78,331.523,7415334,15020.43822
BRA,Brazil,Beef,2019,8983200,40560,2011847,10445.173,23.257,335.761,7011913,15388.23492
BRA,Brazil,Beef,2020,9379000,50602,2129000,13953.576,24.042,334.971,7300602,14836.3071
BRA,Brazil,Beef,2021,9420363,50602,2211638,14936.459,23.746,336.646,7259327,
BRA,Brazil,Beef,2022,9474797,50602,2279614,15220.427,23.552,336.764,7245785,
BRA,Brazil,Beef,2023,9537030,50602,2307613,15046.669,23.523,336.89,7280019,
BRA,Brazil,Beef,2024,9564205,50602,2305591,14764.965,23.485,337.102,7309216,
BRA,Brazil,Beef,2025,9598294,50602,2324061,14818.113,23.411,337.585,7324835,
BRA,Brazil,Beef,2026,9640898,50602,2410485,14831.894,23.155,337.851,7281015,
BRA,Brazil,Beef,2027,9694380,50602,2494616,14837.038,22.95,338.058,7250366,
BRA,Brazil,Beef,2028,9739322,50602,2557374,14812.655,22.794,338.22,7232550,
BRA,Brazil,Beef,2029,9783909,50602,2618820,14793.187,22.649,338.33,7215691,
BRA,Brazil,Beef,2030,9819111,50602,2679320,14777.782,22.485,338.357,7190393,
PRY,Paraguay,Beef,1990,188999,42,103199,2469797.684,14.228,13.581,85842,5391.761269
PRY,Paraguay,Beef,1991,218886,159,43427,3504189.174,28.362,12.522,175617,5621.187056
PRY,Paraguay,Beef,1992,232827,376,32029,3914057.836,31.681,12.942,201174,5701.248571
PRY,Paraguay,Beef,1993,228323,1274,36692,4273818.893,29.642,14.104,192905,5975.874579
PRY,Paraguay,Beef,1994,207576,29604,43731,7115274.746,29.031,14.937,193516,6275.726936
PRY,Paraguay,Beef,1995,198218,37390,31771,9409299.364,29.87,16.041,203836,6685.801185
PRY,Paraguay,Beef,1996,206449,25156,32969,8647718.026,28.448,16.011,198635,6758.599551
PRY,Paraguay,Beef,1997,219484,18114,39884,7188643.137,27.691,16.041,197714,7008.436426
PRY,Paraguay,Beef,1998,232771,3163,43405,8187271.128,26.385,16.138,192529,6939.762378
PRY,Paraguay,Beef,1999,236605,15116,27183,9306903.835,30.132,15.832,224538,6799.348691
PRY,Paraguay,Beef,2000,235894,1346,51709,8146288.137,24.397,16.026,185531,6654.172815
PRY,Paraguay,Beef,2001,230862,694,57965,7310606.655,22.385,16.279,173591,6612.677348
PRY,Paraguay,Beef,2002,235959,250,73183,9184289.64,20.629,15.187,163026,6590.167278
PRY,Paraguay,Beef,2003,228681,608,44587,10372059.32,22.953,16.636,184702,6876.99709
PRY,Paraguay,Beef,2004,214493,1322,100543,11111799.14,14.081,15.802,115272,7223.55654
PRY,Paraguay,Beef,2005,248206,1416,166902,12080115.36,9.942,16.145,82720,7485.299217
PRY,Paraguay,Beef,2006,299977,1457,207749,12506209.43,11.09,16.385,93685,7960.725393
PRY,Paraguay,Beef,2007,264754,1551,179884,12070715,10.085,17.174,86421,8495.336999
PRY,Paraguay,Beef,2008,292743,1904,205673,14848924.6,10.242,17.21,88974,9097.520489
PRY,Paraguay,Beef,2009,310529,2482,224936,14153043.6,10.002,19.104,88075,9020.308022
PRY,Paraguay,Beef,2010,342785,1762,262060,17040522.01,9.242,20.193,82487,10001.53043
PRY,Paraguay,Beef,2011,347633,2655,182403,18634947.5,18.554,20.396,167884,10503.59585
PRY,Paraguay,Beef,2012,302330,2949,232521,18434263,7.931,21.814,72758,10018.72363
PRY,Paraguay,Beef,2013,384004,3600,301656,17049484.01,9.241,21.956,85948,11062.55873
PRY,Paraguay,Beef,2014,466975,2891,360230,18398218.85,11.629,23.774,109636,11454.42888
PRY,Paraguay,Beef,2015,445964,2708,354474,19674114.44,9.858,23.361,94198,11486.52319
PRY,Paraguay,Beef,2016,467797,2991,360496,20107694.44,11.391,22.769,110291,12041.72354
PRY,Paraguay,Beef,2017,534611,4301,354805,20629694.49,18.767,22.711,184107,12590.54844
PRY,Paraguay,Beef,2018,492373,17214,346448,20289196.9,16.417,22.189,163139,13135.69887
PRY,Paraguay,Beef,2019,485419,5045,328365,22491530.03,16.107,21.84,162099,13149.03857
PRY,Paraguay,Beef,2020,485955,6934,358596,24806683.85,13.18,21.854,134293,13012.8757
PRY,Paraguay,Beef,2021,493862,6854,363085,24815317.13,13.345,22.336,137632,
PRY,Paraguay,Beef,2022,508463,6639,375780,25473385.86,13.349,22.355,139322,
PRY,Paraguay,Beef,2023,520287,6488,385256,25344068.69,13.403,22.735,141519,
PRY,Paraguay,Beef,2024,537152,6273,399554,25195248.26,13.473,23.177,143871,
PRY,Paraguay,Beef,2025,555983,6044,416059,25365341.67,13.52,23.38,145968,
PRY,Paraguay,Beef,2026,569877,5890,427943,25582475.84,13.546,23.576,147825,
PRY,Paraguay,Beef,2027,583605,5745,439757,25780427.25,13.566,23.815,149593,
PRY,Paraguay,Beef,2028,599447,5584,453697,25884051.91,13.586,24.06,151335,
PRY,Paraguay,Beef,2029,615541,5429,467988,25991174.91,13.6,24.322,152983,
PRY,Paraguay,Beef,2030,632428,5275,483179,26096751,13.606,24.589,154523,
PER,Peru,Beef,1990,116737,6751,2,528.433,3.916,5.86,123485,3361.406815
PER,Peru,Beef,1991,109443,10102,0,2060.018,3.716,5.808,119545,3481.079164
PER,Peru,Beef,1992,110572,4195,4,3346.849,3.498,5.712,114763,3472.639099
PER,Peru,Beef,1993,106367,6673,5,5424.228,3.38,5.679,113035,3670.785369
PER,Peru,Beef,1994,101145,8311,0,5416.152,3.154,5.842,107456,4132.379056
PER,Peru,Beef,1995,106696,7646,0,5341.59,3.352,6.593,116342,4448.210546
PER,Peru,Beef,1996,109278,10086,0,5725.602,3.375,6.833,119363,4570.917041
PER,Peru,Beef,1997,117785,10771,0,6340.392,3.569,6.734,128556,4861.121908
PER,Peru,Beef,1998,123275,7680,0,6446.365,3.573,6.906,130955,4811.260418
PER,Peru,Beef,1999,132992,6369,3,7929.323,3.741,7.321,139358,4873.864445
PER,Peru,Beef,2000,130158,3174,0,8665.117,3.527,7.39,133332,5043.267181
PER,Peru,Beef,2001,130229,3116,0,9093.598,3.483,7.455,133345,5120.068806
PER,Peru,Beef,2002,133802,4999,7,8421.009,3.585,7.56,138794,5423.64423
PER,Peru,Beef,2003,137260,7365,8,10541.443,3.698,7.585,144617,5697.432126
PER,Peru,Beef,2004,143432,6421,8,10339.929,3.797,7.529,149844,6084.892535
PER,Peru,Beef,2005,152297,6680,44,10281.422,3.992,7.582,158933,6610.891706
PER,Peru,Beef,2006,161577,4859,129,9977.511,4.143,7.508,166307,7262.258084
PER,Peru,Beef,2007,163007,5208,72,10253.133,4.154,7.793,168143,8026.610325
PER,Peru,Beef,2008,162972,4872,206,9630.083,4.108,7.802,167637,8857.863861
PER,Peru,Beef,2009,164699,4238,19,8880.864,4.107,7.8,168917,8951.012535
PER,Peru,Beef,2010,171855,5236,27,9616.542,4.27,7.901,177063,9730.421104
PER,Peru,Beef,2011,179067,5025,101,11273.696,4.401,7.97,183990,10476.79633
PER,Peru,Beef,2012,186586,5214,101,11560.656,4.548,8.016,191698,10767.67733
PER,Peru,Beef,2013,193059,6464,60,12145.57,4.69,7.841,199463,11295.96326
PER,Peru,Beef,2014,196225,5915,245,15656.247,4.697,7.852,201895,11510.27888
PER,Peru,Beef,2015,196015,6245,288,16837.571,4.64,7.792,201972,11572.32079
PER,Peru,Beef,2016,192703,5730,157,14557.867,4.488,7.729,198276,12013.37739
PER,Peru,Beef,2017,188717,5781,126,14141.682,4.327,7.757,194371,12506.52938
PER,Peru,Beef,2018,189676,7402,5,13753.455,4.312,7.811,197072,13088.29584
PER,Peru,Beef,2019,192887,8941,40,13933.15,4.345,7.944,201788,13397.27392
PER,Peru,Beef,2020,193961,10608,30,13608.303,4.342,7.988,204539,11879.2359
PER,Peru,Beef,2021,196224,6462,31,13763.476,4.252,7.798,202654,
PER,Peru,Beef,2022,193068,12304,30,15786.835,4.267,7.803,205342,
PER,Peru,Beef,2023,198137,9887,30,15391.387,4.287,7.811,207994,
PER,Peru,Beef,2024,200269,10409,30,15773.55,4.307,7.807,210648,
PER,Peru,Beef,2025,202520,10510,30,16057.816,4.32,7.799,213000,
PER,Peru,Beef,2026,204673,10901,30,16226.53,4.334,7.802,215543,
PER,Peru,Beef,2027,206960,11350,30,16398.624,4.351,7.812,218280,
PER,Peru,Beef,2028,209689,11424,30,16504.735,4.368,7.818,221083,
PER,Peru,Beef,2029,212260,11636,30,16639.622,4.385,7.821,223866,
PER,Peru,Beef,2030,214783,11803,30,16749.989,4.402,7.821,226557,
CHN,China,Beef,1990,1277827,588,203477,2504.4,0.639,152.431,1074938,982.5008703
CHN,China,Beef,1991,1555525,699,277492,2803.2,0.75,157.737,1278732,1094.771431
CHN,China,Beef,1992,1822794,1614,99036,3153,1.001,159.967,1725372,1263.416318
CHN,China,Beef,1993,2353677,2746,170022,3175,1.256,164.906,2186401,1456.079469
CHN,China,Beef,1994,2785492,3709,112801,5900.2,1.523,172.869,2676400,1662.158759
CHN,China,Beef,1995,3578522,4324,119473,6199,1.954,188.03,3463373,1862.554122
CHN,China,Beef,1996,3568499,4484,96337,6189,1.944,200.988,3476646,2063.116926
CHN,China,Beef,1997,4417740,5006,92933,5393.8,2.402,166.454,4329813,2269.201401
CHN,China,Beef,1998,4808792,5034,87034,5551.6,2.601,184.502,4726792,2451.152804
CHN,China,Beef,1999,5062787,6768,56098,5390.8,2.739,188.378,5013457,2653.973626
CHN,China,Beef,2000,5139288,16573,63275,5556.2,2.762,192.099,5092586,2920.560791
CHN,China,Beef,2001,5093049,18326,70542,5618.2,2.716,186.71,5040833,3210.009396
CHN,China,Beef,2002,5225043,30975,59424,6526.2,2.782,177.161,5196594,3534.84913
CHN,China,Beef,2003,5425082,18431,61261,7078,2.864,171.614,5382252,3937.312875
CHN,China,Beef,2004,5593992,22889,82546,7435.4,2.928,166.33,5534334,4425.874191
CHN,China,Beef,2005,5681609,9056,111999,7917,2.934,160.008,5578666,5053.945798
CHN,China,Beef,2006,5908647,4151,130006,8207.2,3.025,154.443,5782792,5836.573437
CHN,China,Beef,2007,6267296,7654,133412,12247,3.194,145.959,6141538,6810.6039
CHN,China,Beef,2008,6179321,8199,98204,13762.8,3.149,148.456,6089316,7574.224455
CHN,China,Beef,2009,6259696,25933,76022,14409.652,3.193,141.557,6209607,8307.849519
CHN,China,Beef,2010,6282361,45099,95544,14986.038,3.187,137.856,6231916,9253.765188
CHN,China,Beef,2011,6098812,40654,97049,16172.932,3.073,131.083,6042417,10299.87069
CHN,China,Beef,2012,6136975,94567,89394,18737.959,3.106,127.292,6142148,11197.59694
CHN,China,Beef,2013,6119336,380922,77752,18812.911,3.23,124.951,6422506,11923.75262
CHN,China,Beef,2014,6127866,391875,79198,17138.562,3.222,124.338,6440543,12549.77183
CHN,China,Beef,2015,6151778,607614,69127,16264.495,3.329,125.753,6690265,12978.76891
CHN,China,Beef,2016,6148050,6e+05,62968,16183.173,3.309,125.217,6685082,13572.61999
CHN,China,Beef,2017,6313166,715000,65094,16183.173,3.43,122.759,6963072,14344.42124
CHN,China,Beef,2018,6388987,1040000,63636,17202.712,3.611,135.884,7365351,15608.96707
CHN,China,Beef,2019,6672800,1659000,65000,18062.848,4.036,144.969,8266800,16772.84317
CHN,China,Beef,2020,6720000,2120000,57992,18514.419,4.271,148.974,8782008,17311.99792
CHN,China,Beef,2021,6753548,2040103,58335,19140.431,4.234,149.284,8735316,
CHN,China,Beef,2022,6810490,1936545,58999,18690.355,4.199,149.979,8688036,
CHN,China,Beef,2023,6840768,1859219,59223,18195.832,4.165,150.248,8640763,
CHN,China,Beef,2024,6866463,1878049,59179,18371.797,4.178,150.538,8685333,
CHN,China,Beef,2025,6890447,1892570,59150,18710.835,4.189,150.799,8723867,
CHN,China,Beef,2026,6929308,1891768,59385,18834.04,4.201,151.305,8761691,
CHN,China,Beef,2027,6980930,1882951,59712,18926.48,4.216,152.018,8804170,
CHN,China,Beef,2028,7035372,1877362,59951,18993.157,4.236,152.768,8852783,
CHN,China,Beef,2029,7085036,1874603,60180,19071.85,4.256,153.43,8899460,
CHN,China,Beef,2030,7127006,1873918,60404,19164.868,4.274,153.957,8940520,
IND,India,Beef,1990,2116062,208,65303,41030.299,1.644,246.073,2050966,1201.668486
IND,India,Beef,1991,2139757,3184,83666,73730.005,1.617,248.996,2059275,1230.086983
IND,India,Beef,1992,2172902,3932,85060,78371.166,1.61,252.272,2091774,1300.775052
IND,India,Beef,1993,2183413,2545,105193,87277.876,1.571,253.185,2080765,1367.636679
IND,India,Beef,1994,2189402,5718,119760,117554.507,1.536,253.751,2075360,1461.183437
IND,India,Beef,1995,2201505,3575,163872,158271.6,1.482,254.496,2041208,1574.317974
IND,India,Beef,1996,2208837,2293,157778,148571.155,1.463,255.248,2053352,1691.804772
IND,India,Beef,1997,2218391,2249,176415,138667.921,1.43,255.645,2044225,1757.514715
IND,India,Beef,1998,2225410,350,154008,142996.318,1.423,255.836,2071752,1852.810423
IND,India,Beef,1999,2231159,134,168198,128858.646,1.391,256.15,2063095,2009.215692
IND,India,Beef,2000,2241783,249,315123,106747.361,1.277,256.91,1926909,2095.647006
IND,India,Beef,2001,2248048,366,332573,84923.834,1.248,256.453,1915841,2206.448165
IND,India,Beef,2002,2254578,666,381152,77800.803,1.2,256.54,1874092,2287.630024
IND,India,Beef,2003,2262164,824,396783,74184.995,1.175,256.215,1866205,2472.103736
IND,India,Beef,2004,2303498,721,446082,83561.918,1.151,261.228,1858137,2695.893674
IND,India,Beef,2005,2346290,472,567355,86574.391,1.085,266.095,1779407,2953.109259
IND,India,Beef,2006,2389012,236,623695,100420.942,1.06,271.537,1765553,3237.294799
IND,India,Beef,2007,2433418,479,628021,96561.179,1.068,274.658,1805876,3525.314454
IND,India,Beef,2008,2451304,750,630353,156524.326,1.062,273.947,1821701,3650.942943
IND,India,Beef,2009,2468998,1655,573513,135193.489,1.091,273.14,1897139,3912.418211
IND,India,Beef,2010,2543676,751,890681,163166.402,0.938,272.083,1653746,4236.744348
IND,India,Beef,2011,2548935,818,1241107,212934.374,0.733,271.273,1308645,4493.669466
IND,India,Beef,2012,2553780,761,1347230,226837.742,0.668,270.492,1207311,4861.156152
IND,India,Beef,2013,2581303,473,1637376,239674.387,0.516,269.991,944399,5057.233414
IND,India,Beef,2014,2575043,199,1933242,252106.314,0.347,268.641,642000,5233.882343
IND,India,Beef,2015,2514756,72,1677380,247464.766,0.447,267.313,837448,5464.859178
IND,India,Beef,2016,2492335,120,1634053,237905.449,0.454,269.5,858401,5839.864817
IND,India,Beef,2017,2468712,99,1708441,236644.167,0.398,268.718,760370,6182.922109
IND,India,Beef,2018,2551808,85,1444805,247499.073,0.573,268.207,1107088,6675.361294
IND,India,Beef,2019,2521747,117,1428635,255513.238,0.56,265.047,1093229,6997.863988
IND,India,Beef,2020,2156009,149,1227020,279629.324,0.471,226.606,929138,6454.347356
IND,India,Beef,2021,1834902,156,903618,295202.275,0.468,217.454,931440,
IND,India,Beef,2022,1748510,151,814188,314147.222,0.465,212.755,934472,
IND,India,Beef,2023,1722311,142,781873,321720.425,0.464,213.506,940579,
IND,India,Beef,2024,1722001,139,773295,327777.183,0.464,214.158,948844,
IND,India,Beef,2025,1720900,137,768372,337566.425,0.462,211.985,952666,
IND,India,Beef,2026,1698215,138,742317,348843.235,0.459,209.627,956035,
IND,India,Beef,2027,1673589,138,715310,360082.956,0.457,207.535,958417,
IND,India,Beef,2028,1652836,137,690655,370223.459,0.455,205.348,962318,
IND,India,Beef,2029,1630931,136,665939,380566.608,0.453,203.167,965127,
IND,India,Beef,2030,1609535,135,641687,391071.968,0.451,200.909,967983,
IDN,Indonesia,Beef,1990,301145,4826,116,5157692.747,1.18,21.381,305855,3082.082407
IDN,Indonesia,Beef,1991,308125,5344,35,5157331.305,1.189,21.712,313434,3347.890609
IDN,Indonesia,Beef,1992,333909,12736,182,5463393.453,1.292,22.592,346463,3585.527826
IDN,Indonesia,Beef,1993,388593,13642,93,5690841.234,1.475,21.477,402142,3845.202069
IDN,Indonesia,Beef,1994,367083,24617,100,5330673.625,1.414,22.379,391600,4156.647876
IDN,Indonesia,Beef,1995,308819,61402,613,5958387.489,1.314,22.679,369608,4522.293019
IDN,Indonesia,Beef,1996,315493,102275,677,6096075.14,1.461,23.162,417090,4891.439253
IDN,Indonesia,Beef,1997,307587,124884,248,7718630.594,1.492,23.183,432223,5134.507989
IDN,Indonesia,Beef,1998,367702,33297,296,22116374.83,1.363,22.32,400702,4447.174302
IDN,Indonesia,Beef,1999,310497,73996,231,20600975.25,1.289,21.182,384262,4484.069189
IDN,Indonesia,Beef,2000,323554,99020,54,23464930.36,1.398,20.564,422520,4743.944717
IDN,Indonesia,Beef,2001,343587,61227,247,29845038.11,1.321,20.647,404567,4956.361105
IDN,Indonesia,Beef,2002,339160,49838,1021,24970819.66,1.25,20.997,387977,5190.365062
IDN,Indonesia,Beef,2003,359295,66809,4475,29048857.78,1.34,19.858,421629,5465.264103
IDN,Indonesia,Beef,2004,416414,89341,1297,30280349.74,1.582,19.818,504458,5816.181753
IDN,Indonesia,Beef,2005,326394,99520,902,33893715.72,1.315,19.392,425012,6254.614382
IDN,Indonesia,Beef,2006,368041,106162,407,31311585.32,1.446,19.917,473796,6708.575594
IDN,Indonesia,Beef,2007,275363,161725,3384,33570860.26,1.307,20.741,433704,7229.538282
IDN,Indonesia,Beef,2008,304262,206556,20431,35780516.91,1.458,21.481,490388,7710.666304
IDN,Indonesia,Beef,2009,269012,264127,747,34426470.9,1.562,22.23,532392,8021.748065
IDN,Indonesia,Beef,2010,313663,276590,651,34677151.11,1.707,23.575,589601,8505.748148
IDN,Indonesia,Beef,2011,428413,176456,859,40269576.64,1.725,24.097,604010,9095.741723
IDN,Indonesia,Beef,2012,455070,137001,1270,46076489.34,1.665,26.081,590801,9713.900487
IDN,Indonesia,Beef,2013,464599,141514,493,52445913.46,1.684,20.711,605620,10067.46574
IDN,Indonesia,Beef,2014,412054,220369,1257,73341869.7,1.732,24.146,631166,10278.17731
IDN,Indonesia,Beef,2015,419671,192350,391,79346343.72,1.657,25.203,611630,10247.20634
IDN,Indonesia,Beef,2016,419349,285480,482,64329881.76,1.885,26.089,704347,10494.4738
IDN,Indonesia,Beef,2017,382863,284190,2604,65055108.8,1.758,27.055,664449,10935.63172
IDN,Indonesia,Beef,2018,386463,346606,2643,66672964.87,1.91,25.86,730427,11644.75854
IDN,Indonesia,Beef,2019,373831,397619,3208,66035792.57,1.987,25.419,768242,12311.50327
IDN,Indonesia,Beef,2020,371438,360876,2349,63467105.46,1.868,25.548,729965,12073.46151
IDN,Indonesia,Beef,2021,369021,367516,2346,68420313.08,1.86,25.602,734191,
IDN,Indonesia,Beef,2022,366723,373779,2343,70527272.79,1.851,25.675,738159,
IDN,Indonesia,Beef,2023,368800,377022,2341,71997533.09,1.847,26.397,743481,
IDN,Indonesia,Beef,2024,376785,374587,2342,73490242.89,1.843,27.137,749029,
IDN,Indonesia,Beef,2025,384496,370377,2344,75155034.42,1.835,27.538,752529,
IDN,Indonesia,Beef,2026,387190,371104,2344,76033615.87,1.827,27.851,755951,
IDN,Indonesia,Beef,2027,388259,373570,2343,76937288.46,1.82,28.154,759486,
IDN,Indonesia,Beef,2028,389721,375453,2342,77834118.16,1.813,28.445,762832,
IDN,Indonesia,Beef,2029,390955,377493,2341,78684493.68,1.806,28.757,766106,
IDN,Indonesia,Beef,2030,392478,378981,2340,79488413.95,1.799,29.068,769118,
IRN,Iran,Beef,1990,219704,125856,0,2581.995,4.291,4.125,345560,
IRN,Iran,Beef,1991,226023,65777,0,3399.599,3.541,3.743,291800,
IRN,Iran,Beef,1992,235380,50580,0,3354.506,3.405,4.532,285960,
IRN,Iran,Beef,1993,245120,80000,0,3149.978,3.811,4.503,325120,
IRN,Iran,Beef,1994,255327,61147,115,4241.174,3.655,4.56,316359,
IRN,Iran,Beef,1995,265096,44000,176,5373.844,3.519,4.548,308920,
IRN,Iran,Beef,1996,318000,68000,0,4753.169,4.337,4.468,386000,
IRN,Iran,Beef,1997,325960,60822,1,4243.768,4.288,4.556,386781,
IRN,Iran,Beef,1998,332384,56979,3,3860.621,4.261,4.582,389360,
IRN,Iran,Beef,1999,294288,33134,14,3379.53,3.537,3.952,327408,
IRN,Iran,Beef,2000,289000,8292,26,2679.798,3.171,4.74,297266,
IRN,Iran,Beef,2001,294041,47979,18,2289.266,3.603,5.216,342002,
IRN,Iran,Beef,2002,354779,12484,309,1843.772,3.818,4.106,366954,
IRN,Iran,Beef,2003,330927,43866,47,2075.679,3.851,4.208,374746,
IRN,Iran,Beef,2004,353451,65731,89,2391.121,4.255,4.219,419093,
IRN,Iran,Beef,2005,362925,35245,376,2259.285,3.992,4.325,397794,
IRN,Iran,Beef,2006,388099,42543,1098,2566.904,4.262,4.377,429544,
IRN,Iran,Beef,2007,405429,99049,938,3083.657,4.941,4.444,503540,
IRN,Iran,Beef,2008,336431,77808,1231,4375.511,4.009,3.637,413008,
IRN,Iran,Beef,2009,337284,120600,1266,3663.718,4.383,3.442,456618,
IRN,Iran,Beef,2010,359050,246932,1001,4604.373,5.741,3.546,604981,
IRN,Iran,Beef,2011,368347,189601,1973,5712.948,5.215,4.18,555975,
IRN,Iran,Beef,2012,368519,94852,1999,5360.289,4.275,4.354,461372,
IRN,Iran,Beef,2013,393511,83463,1876,5093.272,4.348,4.509,475098,
IRN,Iran,Beef,2014,411410,104456,6997,5301.235,4.598,1.726,508869,
IRN,Iran,Beef,2015,391495,104580,917,4859.881,4.416,2.233,495158,
IRN,Iran,Beef,2016,449880,120300,6678,4559.097,4.958,2.783,563502,
IRN,Iran,Beef,2017,459820,156454,4086,4720.462,5.312,2.421,612187,
IRN,Iran,Beef,2018,427197,163928,4217,4550.913,5.022,2.578,586908,
IRN,Iran,Beef,2019,365612,138310,4156,4633.723,4.219,2.206,499766,
IRN,Iran,Beef,2020,349335,31997,3832,4388.88,3.146,2.089,377500,
IRN,Iran,Beef,2021,331560,54109,3533,4673.949,3.146,2.019,382136,
IRN,Iran,Beef,2022,322610,66234,3425,4920.732,3.136,1.969,385419,
IRN,Iran,Beef,2023,320052,73914,3369,4961.457,3.144,1.971,390597,
IRN,Iran,Beef,2024,322523,77031,3348,4945.055,3.156,1.969,396206,
IRN,Iran,Beef,2025,323981,80735,3324,4984.735,3.165,1.939,401392,
IRN,Iran,Beef,2026,321173,89280,3274,5064.544,3.18,1.906,407180,
IRN,Iran,Beef,2027,317808,97876,3229,5134.853,3.193,1.878,412456,
IRN,Iran,Beef,2028,315334,105999,3190,5181.349,3.209,1.85,418142,
IRN,Iran,Beef,2029,312735,114093,3155,5224.69,3.225,1.822,423673,
IRN,Iran,Beef,2030,310009,122106,3123,5264.937,3.241,1.793,428991,
KAZ,Kazakhstan,Beef,1990,710000,0,0,2174.696,0,0,710000,8270.779757
KAZ,Kazakhstan,Beef,1991,724000,0,0,2701.855,0,0,724000,7561.952121
KAZ,Kazakhstan,Beef,1992,596200,7006,10000,2523.847,25.471,10.173,593206,7329.986133
KAZ,Kazakhstan,Beef,1993,661500,4806,15000,16207.786,28.176,9.894,651306,6837.618129
KAZ,Kazakhstan,Beef,1994,641600,3080,29985,133634.78,26.856,9.521,614695,6192.493209
KAZ,Kazakhstan,Beef,1995,550386,905,35587,288707.607,22.791,8.116,515703,5924.82884
KAZ,Kazakhstan,Beef,1996,464906,1416,26744,282316.055,19.684,6.876,439578,6156.123327
KAZ,Kazakhstan,Beef,1997,398921,2976,37700,281175.996,16.548,5.095,364197,6470.002696
KAZ,Kazakhstan,Beef,1998,347838,6460,10260,268342.73,15.854,3.744,344038,6530.413116
KAZ,Kazakhstan,Beef,1999,343927,5834,9069,358642.428,15.877,3.278,340692,6868.859431
KAZ,Kazakhstan,Beef,2000,306273,7943,522,380691.709,14.715,3.268,313695,7733.789443
KAZ,Kazakhstan,Beef,2001,287568,13392,1760,300040.07,14.047,3.321,299201,8985.655501
KAZ,Kazakhstan,Beef,2002,295886,12047,696,282739.769,14.361,3.544,307237,10021.89696
KAZ,Kazakhstan,Beef,2003,311870,15188,53,277568.519,15.159,3.833,327006,11119.88707
KAZ,Kazakhstan,Beef,2004,329718,17180,886,290833.915,15.883,4.194,346012,12428.83683
KAZ,Kazakhstan,Beef,2005,348283,24893,186,299411.912,16.951,4.594,372990,13934.72114
KAZ,Kazakhstan,Beef,2006,366548,39195,118,323656.949,18.258,4.934,405625,15725.3455
KAZ,Kazakhstan,Beef,2007,385825,50604,246,377914.648,19.445,5.188,436184,17384.92452
KAZ,Kazakhstan,Beef,2008,400002,47133,547,526368.922,19.708,5.455,446587,17968.23634
KAZ,Kazakhstan,Beef,2009,395853,35924,190,485313.254,18.831,5.582,431587,17962.83012
KAZ,Kazakhstan,Beef,2010,406054,42604,620,610156.574,19.297,5.722,448038,19225.07691
KAZ,Kazakhstan,Beef,2011,390683,52767,458,837639.224,18.804,5.903,442992,20779.44425
KAZ,Kazakhstan,Beef,2012,371040,68384,214,799284.391,18.353,5.429,439210,22032.17454
KAZ,Kazakhstan,Beef,2013,381026,70604,1232,774833.945,18.517,5.448,450397,24504.76609
KAZ,Kazakhstan,Beef,2014,403002,60919,4782,949935.504,18.575,5.601,459139,24726.47287
KAZ,Kazakhstan,Beef,2015,413942,57565,3370,1077575.633,18.649,6.096,468137,23224.11784
KAZ,Kazakhstan,Beef,2016,427646,48206,3193,1403011.406,18.556,6.349,472659,23818.82483
KAZ,Kazakhstan,Beef,2017,447649,56534,2497,1538873.417,19.424,6.8,501686,24862.96612
KAZ,Kazakhstan,Beef,2018,474841,52130,6559,1409686.44,19.885,7.279,520412,26157.65965
KAZ,Kazakhstan,Beef,2019,497999,66014,8134,1773546.195,20.975,7.643,555879,27466.22062
