Code,Country,Year,Imports,Exports,Producer price,Consumption per capita,GHG,Consumption,continent,GDP per capita,Beef,Pig,Poultry,Sheep
CHE,Switzerland,1999,7165,25,10547.619,1.727,0.135,13965,Europe,34818.07604,,,,6824
CHE,Switzerland,2000,9571,18,10927.273,1.926,0.134,15633,Europe,36788.69429,,,,6080
CHE,Switzerland,2001,7802,17,10338.983,1.749,0.134,14269,Europe,37913.09105,,,,6484
CHE,Switzerland,2002,8055,18,9728.814,1.762,0.138,14456,Europe,38814.37174,,,,6419
CHE,Switzerland,2003,8099,17,8387.097,1.784,0.143,14736,Europe,38800.86511,,,,6654
CHE,Switzerland,2004,7757,15,7968.75,1.781,0.142,14823,Europe,40302.98604,,,,7080
CHE,Switzerland,2005,7554,14,7560.606,1.702,0.145,14290,Europe,41749.21645,,,,6750
CHE,Switzerland,2006,7726,17,7396.552,1.653,0.147,14007,Europe,46440.73998,,,,6298
CHE,Switzerland,2007,7597,37,8333.333,1.577,0.145,13506,Europe,51145.94117,,,,5947
CHE,Switzerland,2008,7461,32,8259.259,1.542,0.147,13358,Europe,54096.80786,,,,5928
CHE,Switzerland,2009,7167,41,7962.963,1.483,0.142,13000,Europe,53393.30336,,,,5875
CHE,Switzerland,2010,7393,17,7509.091,1.503,0.143,13332,Europe,54900.31435,,,,5956
CHE,Switzerland,2011,7654,16,7518.519,1.502,0.14,13496,Europe,57987.50203,,,,5858
CHE,Switzerland,2012,7576,47,7520,1.436,0.138,13069,Europe,59933.59868,,,,5540
CHE,Switzerland,2013,7488,56,7895.833,1.383,0.136,12745,Europe,62225.08727,,,,5314
CHE,Switzerland,2014,8041,36,8612.245,1.439,0.134,13421,Europe,64103.01045,,,,5417
CHE,Switzerland,2015,8631,5,8979.167,1.477,0.115,13927,Europe,66020.20434,,,,5300
CHE,Switzerland,2016,8472,2,8941.177,1.468,0.113,13982,Europe,68105.15498,,,,5512
CHE,Switzerland,2017,8077,3,9039.216,1.413,0.115,13576,Europe,69103.57026,,,,5503
CHE,Switzerland,2018,7348,21,8571.429,1.384,0.116,13407,Europe,71705.60997,,,,6080
CHE,Switzerland,2019,6635,5,8207.418,1.311,0.116,12798,Europe,73114.46836,,,,6168
CHE,Switzerland,2020,6635,5,8099.025,1.301,0.11,12798,Europe,71352.3526,,,,6168
CHE,Switzerland,2021,6636,5,7668.05,1.291,0.116,12782,Europe,,,,,6151
CHE,Switzerland,2022,6636,5,7892.218,1.281,0.116,12768,Europe,,,,,6137
CHE,Switzerland,2023,6643,5,7957.16,1.271,0.116,12755,Europe,,,,,6117
CHE,Switzerland,2024,6643,5,7899.972,1.261,0.116,12731,Europe,,,,,6094
CHE,Switzerland,2025,6641,5,7840.066,1.251,0.116,12705,Europe,,,,,6069
CHE,Switzerland,2026,6641,5,7791.63,1.242,0.116,12684,Europe,,,,,6048
CHE,Switzerland,2027,6642,5,7800.792,1.233,0.116,12667,Europe,,,,,6031
CHE,Switzerland,2028,6641,5,7746.489,1.225,0.116,12650,Europe,,,,,6014
CHE,Switzerland,2029,6640,5,7676.862,1.216,0.116,12633,Europe,,,,,5998
CHE,Switzerland,2030,6638,5,7587.334,1.208,0.116,12613,Europe,,,,,5980
USA,United States,1990,18489,13096,2193.043,0.63,2.861,180365,Americas,23888.60001,,,,175160
USA,United States,1991,18631,20493,2101,0.622,2.808,179985,Americas,24342.2589,,,,180886
USA,United States,1992,22620,19690,2366,0.603,2.749,176206,Americas,25418.99078,,,,173987
USA,United States,1993,23965,20424,2643,0.586,2.608,172812,Americas,26387.29373,,,,169501
USA,United States,1994,22410,19259,2613,0.527,2.525,157085,Americas,27694.85342,,,,155087
USA,United States,1995,28822,7959,3251,0.521,2.317,156897,Americas,28690.8757,,,,134534
USA,United States,1996,32864,8975,3680,0.496,2.206,151265,Americas,29967.71272,,,,127963
USA,United States,1997,37664,9026,4200,0.488,2.068,150776,Americas,31459.13898,,,,124334
USA,United States,1998,50949,9013,3151,0.522,1.985,163105,Americas,32853.67695,,,,120252
USA,United States,1999,50951,8787,3151,0.513,1.977,162406,Americas,34513.5615,,,,118891
USA,United States,2000,58760,8624,3462,0.502,1.943,160538,Americas,36334.90878,,,,112541
USA,United States,2001,66100,9354,2997,0.516,1.943,166772,Americas,37133.24281,,,,109366
USA,United States,2002,72544,9621,3160,0.529,1.886,172788,Americas,38023.16111,,,,107597
USA,United States,2003,76086,9392,4322,0.506,1.817,166535,Americas,39496.48588,,,,98479
USA,United States,2004,82033,10198,4662,0.509,1.767,168999,Americas,41712.80107,,,,96892
USA,United States,2005,81745,10603,4713,0.481,1.803,161366,Americas,44114.74778,,,,93218
USA,United States,2006,86349,14660,3727,0.477,1.843,161473,Americas,46298.73144,,,,92401
USA,United States,2007,91919,10675,4095,0.511,1.851,174677,Americas,47975.9677,,,,92038
USA,United States,2008,83139,11952,4142,0.451,1.823,155466,Americas,48382.55845,,,,88047
USA,United States,2009,77640,13766,4344,0.441,1.77,153591,Americas,47099.98047,,,,86777
USA,United States,2010,75116,13713,5632,0.409,1.736,143761,Americas,48466.6576,,,,82669
USA,United States,2011,73505,14954,7743,0.378,1.698,133758,Americas,49882.55813,,,,75956
USA,United States,2012,69710,11245,5443,0.381,1.629,135839,Americas,51602.93105,,,,79426
USA,United States,2013,78529,9704,5357,0.408,1.615,146832,Americas,53106.53677,,,,79426
USA,United States,2014,88393,9474,7647,0.437,1.586,158367,Americas,55049.98833,,,,79449
USA,United States,2015,96943,8449,6943,0.454,1.6,165402,Americas,56863.3715,,,,76908
USA,United States,2016,97940,8879,6990.369,0.452,1.598,165788,Americas,58021.4005,,,,76727
USA,United States,2017,114177,9678,7451.198,0.48,1.594,177269,Americas,60109.65573,,,,72771
USA,United States,2018,114595,9639,6902.34,0.484,1.595,179996,Americas,63064.41841,,,,75039
USA,United States,2019,101500,9639,6897.177,0.45,1.577,168261,Americas,65279.52903,,,,76400
USA,United States,2020,97655,9639,6784.477,0.435,1.562,163735,Americas,63543.57779,,,,75719
USA,United States,2021,93327,9638,6597.561,0.429,1.623,162349,Americas,,,,,78660
USA,United States,2022,94007,9640,6782.564,0.428,1.621,162963,Americas,,,,,78596
USA,United States,2023,94657,9626,6877.143,0.428,1.619,163555,Americas,,,,,78524
USA,United States,2024,94685,9622,7012.209,0.425,1.614,163365,Americas,,,,,78302
USA,United States,2025,94822,9621,7130.113,0.422,1.61,163333,Americas,,,,,78131
USA,United States,2026,94474,9622,7220.129,0.419,1.607,162855,Americas,,,,,78003
USA,United States,2027,94350,9623,7352.21,0.416,1.605,162627,Americas,,,,,77900
USA,United States,2028,94295,9624,7444.009,0.413,1.603,162478,Americas,,,,,77807
USA,United States,2029,94072,9626,7537.193,0.41,1.601,162177,Americas,,,,,77730
USA,United States,2030,93912,9628,7619.5,0.408,1.6,161966,Americas,,,,,77681
RUS,Russian Federation,1990,0,0,0,0,0,0,Europe,8027.845591,,,,395000
RUS,Russian Federation,1991,0,0,0,0,0,0,Europe,7857.906215,,,,347400
RUS,Russian Federation,1992,21900,2933,27,2.068,16.019,348367,Europe,6862.462729,,,,329400
RUS,Russian Federation,1993,16269,3560,357.6,2.206,14.873,371909,Europe,6419.51646,,,,359200
RUS,Russian Federation,1994,3600,1776,787.2,1.882,12.634,317324,Europe,5734.413877,,,,315500
RUS,Russian Federation,1995,34600,4436,2794,1.73,9.965,291464,Europe,5613.280647,,,,261300
RUS,Russian Federation,1996,16666,7708,4414,1.419,8.061,238658,Europe,5517.85889,,,,229700
RUS,Russian Federation,1997,19055,1352,5734,1.293,6.535,217003,Europe,5699.947617,,,,199300
RUS,Russian Federation,1998,13483,407,7500,1.142,5.372,191276,Europe,5465.056362,,,,178200
RUS,Russian Federation,1999,2784,177,17697.959,0.876,4.437,146207,Europe,5914.326062,,,,143600
RUS,Russian Federation,2000,4475,683,24508.163,0.854,4.208,142092,Europe,6825.391511,,,,140300
RUS,Russian Federation,2001,3436,2039,34122.449,0.818,4.258,135597,Europe,7361.363679,,,,134200
RUS,Russian Federation,2002,4581,538,40526.531,0.845,4.432,139443,Europe,8037.474535,,,,136100
RUS,Russian Federation,2003,3152,2109,51634.694,0.829,4.663,136143,Europe,9254.537201,,,,134400
RUS,Russian Federation,2004,3898,2581,44369.388,0.89,4.923,145717,Europe,10226.76615,,,,144800
RUS,Russian Federation,2005,6816,42,59589.796,0.987,5.167,161075,Europe,11822.34693,,,,154100
RUS,Russian Federation,2006,14008,640,61951.02,1.042,5.322,169768,Europe,14912.23393,,,,156300
RUS,Russian Federation,2007,11753,167,68667.347,1.1,5.793,179142,Europe,16648.24164,,,,167456
RUS,Russian Federation,2008,32450,178,76675.51,1.261,6.176,205258,Europe,20163.60942,,,,173785
RUS,Russian Federation,2009,9455,1100,85802.041,1.172,6.257,190957,Europe,19389.94118,,,,182802
RUS,Russian Federation,2010,9104,122,92191.837,1.186,6.322,193377,Europe,20490.12672,,,,184395
RUS,Russian Federation,2011,9585,100,103881.633,1.23,6.277,200824,Europe,22798.67443,,,,188339
RUS,Russian Federation,2012,9377,77,128371.429,1.218,6.58,199274,Europe,24303.47341,,,,189975
RUS,Russian Federation,2013,10102,261,151604.082,1.216,6.966,199474,Europe,26073.87453,,,,189632
RUS,Russian Federation,2014,9799,4075,144853.061,1.269,7.013,208641,Europe,25761.64802,,,,202916
RUS,Russian Federation,2015,3854,1557,162622.449,1.251,7.114,206097,Europe,24085.32418,,,,203801
RUS,Russian Federation,2016,3317,711,175138.776,1.307,7.088,215817,Europe,24128.08641,,,,213210
RUS,Russian Federation,2017,3246,4956,182440.816,1.317,7.127,217782,Europe,25926.44385,,,,219492
RUS,Russian Federation,2018,3919,20190,183200,1.253,7.031,207549,Europe,28681.78446,,,,223820
RUS,Russian Federation,2019,3416,15514,206751.02,1.235,6.871,204657,Europe,29188.85416,,,,216755
RUS,Russian Federation,2020,1568,14152,212898.337,1.165,6.932,193245,Europe,28213.44784,,,,205828
RUS,Russian Federation,2021,1603,14152,196056.518,1.161,6.863,192475,Europe,,,,,205024
RUS,Russian Federation,2022,1607,14152,201649.517,1.162,6.826,192588,Europe,,,,,205133
RUS,Russian Federation,2023,1761,14152,209511.545,1.165,6.787,192777,Europe,,,,,205168
RUS,Russian Federation,2024,1804,14152,217832.664,1.166,6.739,192591,Europe,,,,,204939
RUS,Russian Federation,2025,1795,14152,225141.013,1.167,6.695,192478,Europe,,,,,204835
RUS,Russian Federation,2026,1761,14152,231402.979,1.17,6.656,192485,Europe,,,,,204875
RUS,Russian Federation,2027,1748,14152,239513.33,1.173,6.619,192535,Europe,,,,,204938
RUS,Russian Federation,2028,1731,14152,246400.161,1.176,6.581,192564,Europe,,,,,204985
RUS,Russian Federation,2029,1696,14152,253207.464,1.179,6.543,192561,Europe,,,,,205017
RUS,Russian Federation,2030,1650,14152,259541.324,1.182,6.504,192535,Europe,,,,,205037
EGY,Egypt,1990,2419,1345,1425.931,1.288,1.163,82131,Africa,,,,,81057
EGY,Egypt,1991,785,2745,2590.215,1.13,1.428,73746,Africa,,,,,75707
EGY,Egypt,1992,788,6760,3124.096,1.143,1.439,76196,Africa,,,,,82168
EGY,Egypt,1993,1130,6422,4345.424,1.185,1.405,80628,Africa,,,,,85919
EGY,Egypt,1994,1476,1194,5287.348,1.263,1.64,87650,Africa,,,,,87368
EGY,Egypt,1995,406,710,4861.018,1.283,1.538,90849,Africa,,,,,91153
EGY,Egypt,1996,803,1452,5294.502,1.251,1.512,90416,Africa,,,,,91065
EGY,Egypt,1997,1959,819,6324.915,1.272,1.505,93789,Africa,,,,,92649
EGY,Egypt,1998,1206,721,4637.774,1.275,1.538,95920,Africa,,,,,95435
EGY,Egypt,1999,1161,83,4800.882,1.06,1.556,81289,Africa,,,,,80211
EGY,Egypt,2000,14125,11,5103.198,1.611,1.596,125989,Africa,,,,,111875
EGY,Egypt,2001,7414,180,6153.41,1.617,1.65,128923,Africa,,,,,121689
EGY,Egypt,2002,3330,116,8912.792,1.687,1.752,137066,Africa,,,,,133852
EGY,Egypt,2003,5809,670,11904.062,1.69,1.769,139849,Africa,,,,,134710
EGY,Egypt,2004,182,105,15222.024,1.627,1.804,137126,Africa,,,,,137049
EGY,Egypt,2005,1125,221,16684.652,1.617,1.824,138735,Africa,,,,,137832
EGY,Egypt,2006,1797,43,12632.175,1.622,1.869,141660,Africa,,,,,139906
EGY,Egypt,2007,2628,3,13890.142,1.682,1.957,149538,Africa,,,,,146913
EGY,Egypt,2008,6802,45,13893.005,1.702,2.019,154007,Africa,,,,,147250
EGY,Egypt,2009,1364,140,17374.867,1.576,1.965,145282,Africa,,,,,144059
EGY,Egypt,2010,5205,35,19474.661,1.417,1.961,133295,Africa,,,,,128125
EGY,Egypt,2011,858,101,28844.046,1.326,1.947,127398,Africa,,,,,126641
EGY,Egypt,2012,2204,724,31445.465,1.331,1.97,130712,Africa,,,,,129232
EGY,Egypt,2013,1896,180,25642.963,1.292,1.963,129791,Africa,,,,,128075
EGY,Egypt,2014,3222,780,32290.26,1.259,1.958,129353,Africa,,,,,126911
EGY,Egypt,2015,1953,167,27559.323,1.209,1.921,126973,Africa,,,,,125187
EGY,Egypt,2016,1061,162,29296.238,1.206,1.984,129482,Africa,,,,,128583
EGY,Egypt,2017,1246,109,59250.147,0.864,1.875,94726,Africa,,,,,93588
EGY,Egypt,2018,1475,117,89436.829,0.67,1.942,74934,Africa,,,,,73575
EGY,Egypt,2019,787,173,87531.323,0.754,2.249,85962,Africa,,,,,85348
EGY,Egypt,2020,558,229,78345.316,0.744,2.268,86466,Africa,,,,,86137
EGY,Egypt,2021,608,227,87217.002,0.738,2.292,87479,Africa,,,,,87098
EGY,Egypt,2022,607,227,95575.136,0.738,2.33,89024,Africa,,,,,88643
EGY,Egypt,2023,585,228,99208.499,0.748,2.401,91771,Africa,,,,,91413
EGY,Egypt,2024,567,229,105556.499,0.755,2.464,94218,Africa,,,,,93879
EGY,Egypt,2025,560,229,112701.514,0.762,2.528,96711,Africa,,,,,96381
EGY,Egypt,2026,553,229,119291.744,0.768,2.587,99049,Africa,,,,,98726
EGY,Egypt,2027,543,230,125853.294,0.773,2.645,101314,Africa,,,,,101001
EGY,Egypt,2028,537,230,132332.27,0.777,2.699,103455,Africa,,,,,103149
EGY,Egypt,2029,531,231,138944.036,0.78,2.75,105502,Africa,,,,,105202
EGY,Egypt,2030,525,231,145519.78,0.783,2.799,107466,Africa,,,,,107171
ETH,Ethiopia,1990,0,0,2761.595,0,0,59290,Africa,415.0235904,,,,59290
ETH,Ethiopia,1991,0,0,2297.231,0,0,59675,Africa,384.6038275,,,,59675
ETH,Ethiopia,1992,0,0,2164.945,0,0,60335,Africa,346.583566,,,,60335
ETH,Ethiopia,1993,0,112,6044.011,1.001,3.882,60607,Africa,387.3254839,,,,60719
ETH,Ethiopia,1994,0,402,7887.965,0.965,3.886,60517,Africa,394.2677232,,,,60919
ETH,Ethiopia,1995,0,707,8914.796,0.928,3.881,60161,Africa,413.2199421,,,,60868
ETH,Ethiopia,1996,0,538,9896.168,0.905,4.105,60558,Africa,458.3262231,,,,61096
ETH,Ethiopia,1997,0,1838,11859.739,0.86,4.211,59288,Africa,466.4710795,,,,61126
ETH,Ethiopia,1998,0,2638,9168.89,0.868,4.831,61683,Africa,442.219479,,,,64321
ETH,Ethiopia,1999,0,1976,10598.208,0.84,4.405,61395,Africa,458.3055937,,,,63371
ETH,Ethiopia,2000,0,1433,10597.682,0.803,3.954,60398,Africa,482.8843857,,,,61831
ETH,Ethiopia,2001,0,377,13097.473,0.854,4.267,66134,Africa,519.2716699,,,,66511
ETH,Ethiopia,2002,4,1071,16525.165,0.996,5.119,79386,Africa,520.3392868,,,,80453
ETH,Ethiopia,2003,0,3701,17957.489,1.04,5.657,85270,Africa,503.9724698,,,,88971
ETH,Ethiopia,2004,1,3167,20498.394,1.202,6.668,101425,Africa,571.4036616,,,,104591
ETH,Ethiopia,2005,0,7469,21809.038,1.262,7.505,109451,Africa,640.6581436,,,,116920
ETH,Ethiopia,2006,65,6102,17635.258,1.437,8.535,128209,Africa,711.5870396,,,,134246
ETH,Ethiopia,2007,3,4552,20490.435,1.582,9.688,145049,Africa,792.3536127,,,,149598
ETH,Ethiopia,2008,7,10127,20647.088,1.443,9.707,135980,Africa,870.7152669,,,,146100
ETH,Ethiopia,2009,13,5949,34757.271,1.492,9.716,144514,Africa,928.6255634,,,,150450
ETH,Ethiopia,2010,2,9691,44233.803,1.432,9.802,142610,Africa,1028.323759,,,,152299
ETH,Ethiopia,2011,2,14716,72746.423,1.35,9.516,138286,Africa,1134.784509,,,,153000
ETH,Ethiopia,2012,3,17991,79938,1.356,10.071,142885,Africa,1213.595972,,,,160873
ETH,Ethiopia,2013,2,13456,64472.343,1.365,11.308,147996,Africa,1283.570449,,,,161450
ETH,Ethiopia,2014,19,16490,77553.319,1.407,11.894,156818,Africa,1513.703236,,,,173289
ETH,Ethiopia,2015,4,17418,66255.818,1.409,11.936,161469,Africa,1657.344704,,,,178883
ETH,Ethiopia,2016,3,16617,67927.821,1.429,12.39,168210,Africa,1878.812682,,,,184824
ETH,Ethiopia,2017,1,16010,83982.081,1.438,12.767,173871,Africa,2021.562908,,,,189880
ETH,Ethiopia,2018,5,15903,120296.624,1.445,13.191,179305,Africa,2154.020877,,,,195203
ETH,Ethiopia,2019,37,13239,130459.819,1.457,13.429,185518,Africa,2315.34773,,,,198720
ETH,Ethiopia,2020,37,11357,156546.648,1.405,13.169,183548,Africa,2422.957789,,,,194868
ETH,Ethiopia,2021,37,9716,194157.231,1.422,13.508,190475,Africa,,,,,200155
ETH,Ethiopia,2022,35,11561,228441.53,1.439,14.093,197582,Africa,,,,,209108
ETH,Ethiopia,2023,34,15245,246625.908,1.461,14.856,205517,Africa,,,,,220728
ETH,Ethiopia,2024,35,16855,261950.224,1.479,15.453,213083,Africa,,,,,229902
ETH,Ethiopia,2025,37,17091,279196.326,1.496,15.949,220538,Africa,,,,,237592
ETH,Ethiopia,2026,37,16626,297509.302,1.512,16.402,228084,Africa,,,,,244672
ETH,Ethiopia,2027,37,16266,317852.535,1.529,16.878,235886,Africa,,,,,252115
ETH,Ethiopia,2028,37,15614,337925.222,1.546,17.346,243869,Africa,,,,,259446
ETH,Ethiopia,2029,37,14768,359447.753,1.563,17.808,251986,Africa,,,,,266717
ETH,Ethiopia,2030,37,13831,381658.64,1.58,18.274,260263,Africa,,,,,274057
NGA,Nigeria,1990,6000,0,11212.156,1.522,7.435,164650,Africa,2059.1347,,,,158650
NGA,Nigeria,1991,8047,0,11649.545,1.536,7.579,170497,Africa,2082.693132,,,,162450
NGA,Nigeria,1992,7560,0,19190.749,1.53,7.783,174130,Africa,2173.30902,,,,166570
NGA,Nigeria,1993,7560,0,33101.113,1.552,8.096,181155,Africa,2125.639691,,,,173595
NGA,Nigeria,1994,8400,0,36099.407,1.719,8.827,205677,Africa,2079.134387,,,,197277
NGA,Nigeria,1995,8400,0,33004.964,1.812,9.559,222227,Africa,2069.02414,,,,213827
NGA,Nigeria,1996,8880,0,36077.176,1.895,10.291,238295,Africa,2141.348012,,,,229415
NGA,Nigeria,1997,9146,0,41929.706,2.091,11.314,269536,Africa,2187.135005,,,,260390
NGA,Nigeria,1998,9240,0,30955.015,2.193,12.24,289895,Africa,2213.016657,,,,280655
NGA,Nigeria,1999,9240,0,132882.481,2.302,13.263,311992,Africa,2202.409952,,,,302752
NGA,Nigeria,2000,9278,0,139785.547,2.423,14.189,336662,Africa,2306.114523,,,,327384
NGA,Nigeria,2001,13334,0,181322.812,2.572,15.306,366438,Africa,2434.246219,,,,353104
NGA,Nigeria,2002,10432,0,244829.114,2.548,15.688,372285,Africa,2780.792298,,,,361853
NGA,Nigeria,2003,6204,16,291171.312,2.514,16.069,376848,Africa,2964.362992,,,,370660
NGA,Nigeria,2004,6627,0,335259.269,2.512,16.455,386200,Africa,3241.724496,,,,379573
NGA,Nigeria,2005,9,0,361174.232,2.497,16.871,394057,Africa,3467.105156,,,,394048
NGA,Nigeria,2006,9,0,278201.206,2.505,17.286,405764,Africa,3690.840249,,,,405755
NGA,Nigeria,2007,26,23,299321.131,2.498,17.712,415391,Africa,3934.842537,,,,415387
NGA,Nigeria,2008,1161,0,284233.059,2.476,18.149,422820,Africa,4170.732914,,,,421659
NGA,Nigeria,2009,126,0,463421.003,2.47,18.596,433145,Africa,4420.974011,,,,433019
NGA,Nigeria,2010,11281,0,521715.602,2.544,19.054,458230,Africa,4703.204831,,,,446950
NGA,Nigeria,2011,11784,0,786158.563,2.064,21.925,381930,Africa,4922.702345,,,,370146
NGA,Nigeria,2012,38,0,813023.001,1.788,22.473,339787,Africa,4982.945399,,,,339749
NGA,Nigeria,2013,39,0,614414.121,1.92,23.035,374724,Africa,5225.172934,,,,374685
NGA,Nigeria,2014,4176,0,727282.954,1.916,23.493,384110,Africa,5507.169495,,,,379934
NGA,Nigeria,2015,4409,0,721231.448,1.913,23.683,393720,Africa,5426.332787,,,,389311
NGA,Nigeria,2016,4466,0,915984.257,1.91,24.035,403552,Africa,5234.679127,,,,399086
NGA,Nigeria,2017,4320,0,1232613.396,1.907,25.04,413639,Africa,5190.356127,,,,409319
NGA,Nigeria,2018,4320,0,1619336.146,1.911,25.418,425430,Africa,5278.848395,,,,421110
NGA,Nigeria,2019,4320,0,1622346.108,1.839,25.085,419857,Africa,5352.679423,,,,415537
NGA,Nigeria,2020,4320,0,1721179.296,1.782,24.936,417362,Africa,5186.723484,,,,413042
NGA,Nigeria,2021,4412,0,1890376.367,1.741,25.306,418325,Africa,,,,,413913
NGA,Nigeria,2022,4462,0,2005138.408,1.684,25.411,414868,Africa,,,,,410406
NGA,Nigeria,2023,4457,0,2098499.01,1.665,26.074,420282,Africa,,,,,415826
NGA,Nigeria,2024,4479,0,2212152.013,1.643,26.718,425219,Africa,,,,,420740
NGA,Nigeria,2025,4577,0,2357541.209,1.627,27.441,431281,Africa,,,,,426705
NGA,Nigeria,2026,4660,0,2473076.968,1.609,28.157,436996,Africa,,,,,432337
NGA,Nigeria,2027,4766,0,2592893.085,1.592,28.902,442975,Africa,,,,,438209
NGA,Nigeria,2028,4977,0,2713590.327,1.576,29.681,449338,Africa,,,,,444362
NGA,Nigeria,2029,5260,0,2834331.427,1.562,30.488,455965,Africa,,,,,450705
NGA,Nigeria,2030,5689,0,2960623.993,1.55,31.332,463053,Africa,,,,,457364
ARG,Argentina,1990,2871,10052,650.511,2.275,6.158,84343,Americas,7195.692106,,,,91524
ARG,Argentina,1991,1397,5618,1058.228,2.337,5.784,87828,Americas,8005.465074,,,,92049
ARG,Argentina,1992,2457,3164,1036.104,1.892,5.653,72104,Americas,8719.103242,,,,72811
ARG,Argentina,1993,2565,4084,1417.852,1.847,4.31,71298,Americas,9532.890941,,,,72817
ARG,Argentina,1994,3123,1921,1559.495,2.374,4.078,92800,Americas,10175.12601,,,,91598
ARG,Argentina,1995,1918,1013,1440.179,2.233,3.666,88372,Americas,9969.601171,,,,87467
ARG,Argentina,1996,2037,951,1575.255,1.787,3.45,71564,Americas,10586.10997,,,,70478
ARG,Argentina,1997,3648,1157,1837.837,1.625,3.25,65844,Americas,11507.89541,,,,63353
ARG,Argentina,1998,2233,660,1359.968,1.421,3.301,58235,Americas,11949.41866,,,,56663
ARG,Argentina,1999,2004,459,1387.095,1.336,3.341,55352,Americas,11581.89051,,,,53806
ARG,Argentina,2000,1936,1525,1328.314,1.411,3.332,59133,Americas,11618.79323,,,,58723
ARG,Argentina,2001,1274,996,1559.483,1.396,3.299,59140,Americas,11226.87975,,,,58862
ARG,Argentina,2002,305,2055,6108.409,1.361,3.219,58270,Americas,10052.48826,,,,60020
ARG,Argentina,2003,271,5099,6468.407,1.3,3.535,56260,Americas,11025.1861,,,,61088
ARG,Argentina,2004,285,7337,7219.692,1.242,3.788,54345,Americas,12214.74071,,,,61398
ARG,Argentina,2005,419,8879,8026.373,1.188,3.853,52502,Americas,13568.76921,,,,60961
ARG,Argentina,2006,267,7615,6647.969,1.157,3.918,51652,Americas,14951.72895,,,,59000
ARG,Argentina,2007,162,6105,7411.254,1.177,3.994,53057,Americas,16570.00783,,,,59000
ARG,Argentina,2008,151,5958,7555.202,1.102,3.957,50203,Americas,17404.06914,,,,56010
ARG,Argentina,2009,151,7377,11599.714,1.039,3.822,47773,Americas,16334.74081,,,,55000
ARG,Argentina,2010,154,8278,13165.574,1.031,3.728,47926,Americas,18061.93436,,,,56050
ARG,Argentina,2011,154,6121,20299.202,1.087,3.724,51033,Americas,19322.22712,,,,57000
ARG,Argentina,2012,154,3015,23473.005,1.182,3.732,56101,Americas,19641.35286,,,,58962
ARG,Argentina,2013,154,1597,21391.692,1.152,3.714,55214,Americas,20131.68042,,,,56657
ARG,Argentina,2014,154,3281,36758.058,1.22,3.712,59113,Americas,19683.77151,,,,62240
ARG,Argentina,2015,154,1628,34069.428,1.147,3.842,56136,Americas,20105.19899,,,,57609
ARG,Argentina,2016,154,1713,52510.826,1.012,3.841,50031,Americas,20307.87005,,,,51590
ARG,Argentina,2017,154,1907,54737.303,0.966,3.851,48248,Americas,23597.11775,,,,50000
ARG,Argentina,2018,154,2240,58352.066,0.96,3.71,48414,Americas,23305.84742,,,,50500
ARG,Argentina,2019,154,2712,74853.299,0.991,3.638,50442,Americas,22996.98552,,,,53000
ARG,Argentina,2020,154,3601,91085.944,0.973,3.564,49953,Americas,20767.6105,,,,53400
ARG,Argentina,2021,154,3571,99604.169,0.972,3.65,50386,Americas,,,,,53802
ARG,Argentina,2022,154,3572,102414.952,0.971,3.736,50792,Americas,,,,,54209
ARG,Argentina,2023,154,3526,130260.969,0.971,3.821,51229,Americas,,,,,54600
ARG,Argentina,2024,154,3510,162114.579,0.971,3.836,51631,Americas,,,,,54986
ARG,Argentina,2025,154,3499,192855.786,0.97,3.852,52031,Americas,,,,,55376
ARG,Argentina,2026,154,3501,201171.808,0.97,3.868,52424,Americas,,,,,55770
ARG,Argentina,2027,154,3502,211010.885,0.969,3.884,52820,Americas,,,,,56168
ARG,Argentina,2028,154,3514,220005.262,0.969,3.9,53208,Americas,,,,,56568
ARG,Argentina,2029,154,3529,229405.729,0.969,3.915,53596,Americas,,,,,56970
ARG,Argentina,2030,154,3543,238826.67,0.968,3.931,53984,Americas,,,,,57373
BRA,Brazil,1990,3462,773,,0.676,6.36,114398,Americas,6701.208954,,,,111709
BRA,Brazil,1991,1858,14,,0.672,6.441,115839,Americas,6909.921928,,,,113996
BRA,Brazil,1992,2422,731,,0.668,6.406,117003,Americas,6915.312612,,,,115313
BRA,Brazil,1993,5525,176,,0.689,5.705,122806,Americas,7287.075031,,,,117457
BRA,Brazil,1994,7527,11,,0.664,5.842,120300,Americas,7712.671625,,,,112784
BRA,Brazil,1995,5161,152,,0.702,5.907,129149,Americas,8090.89035,,,,124140
BRA,Brazil,1996,8545,132,,0.553,4.399,103502,Americas,8288.179252,,,,95090
BRA,Brazil,1997,8341,150,,0.562,4.476,106761,Americas,8582.067433,,,,98570
BRA,Brazil,1998,8137,50,,0.564,4.467,108742,Americas,8575.873356,,,,100655
BRA,Brazil,1999,6378,8,,0.584,4.59,114288,Americas,8611.90028,,,,107918
BRA,Brazil,2000,10981,9,,0.55,4.818,109310,Americas,9060.786451,,,,98339
BRA,Brazil,2001,4064,15,,0.52,4.83,104733,Americas,9260.766116,,,,100684
BRA,Brazil,2002,2529,5,,0.498,4.738,101598,Americas,9568.063688,,,,99074
BRA,Brazil,2003,3136,12,,0.487,4.824,100595,Americas,9733.770924,,,,97471
BRA,Brazil,2004,2984,1,,0.518,5.019,108379,Americas,10445.34462,,,,105396
BRA,Brazil,2005,4709,7,13023.833,0.521,5.176,110097,Americas,10988.95839,,,,105395
