Code,Country,Year,Imports,Exports,Producer price,Consumption per capita,GHG,Consumption,continent,GDP per capita,Beef,Pig,Poultry,Sheep
AUS,Australia,1990,4175,898484,2163,0,43.723,,Oceania,17331.02529,1792967,,,
AUS,Australia,1991,5747,1011750,2081,33.636,44.771,825967,Oceania,17784.51196,1831970,,,
AUS,Australia,1992,5093,1061512,2058,32.964,45.183,819497,Oceania,18175.24943,1875916,,,
AUS,Australia,1993,7025,1133647,2361,30.751,45.462,773318,Oceania,19117.59946,1899940,,,
AUS,Australia,1994,8569,1180536,2217,27.942,48.727,710461,Oceania,20050.27639,1924053,,,
AUS,Australia,1995,8775,1237915,1838,28.418,48.603,730472,Oceania,20876.65666,1939612,,,
AUS,Australia,1996,7242,1223021,1741,32.754,49.788,851109,Oceania,21958.25505,2078888,,,
AUS,Australia,1997,6587,1319999,1936,32.347,50.418,849680,Oceania,22924.77481,2172092,,,
AUS,Australia,1998,5696,1410860,2052,30.518,50.395,810335,Oceania,24171.76719,2229499,,,
AUS,Australia,1999,4304,1439063,2319,31.307,49.645,840285,Oceania,25264.36436,2244044,,,
AUS,Australia,2000,4573,1466997,2799.3,33.37,51.666,905344,Oceania,26321.44645,2377768,,,
AUS,Australia,2001,4352,1519084,3245.73,27.61,51.926,757098,Oceania,27373.45972,2273830,,,
AUS,Australia,2002,4364,1544851,2799.84,28.962,52.337,802710,Oceania,28718.24108,2375197,,,
AUS,Australia,2003,6513,1354300,3048.56,30.667,50.034,859736,Oceania,29734.72088,2237523,,,
AUS,Australia,2004,9434,1454556,3406.56,33.589,51.686,953908,Oceania,31308.21052,2349030,,,
AUS,Australia,2005,12002,1453389,3505.39,28.932,52.526,834007,Oceania,32575.06925,2250394,,,
AUS,Australia,2006,9876,1518088,3364.78,31.471,53.895,922824,Oceania,34288.86369,2429036,,,
AUS,Australia,2007,7891,1518596,3195.23,26.244,53.34,784173,Oceania,36544.88598,2362878,,,
AUS,Australia,2008,8496,1560151,3202.52,26.802,52.202,816774,Oceania,37459.30765,2392429,,,
AUS,Australia,2009,8920,1543179,3113.96,27.187,53.32,844779,Oceania,40300.75555,2396038,,,
AUS,Australia,2010,10449,1497065,3358.15,28.547,51.184,903484,Oceania,39301.34112,2370100,,,
AUS,Australia,2011,14166,1499445,3373.29,26.485,54.716,852731,Oceania,41965.35842,2334010,,,
AUS,Australia,2012,13296,1481500,3178.75,26.349,54.31,862124,Oceania,42826.78958,2342328,,,
AUS,Australia,2013,10728,1796675,3041.66,28.386,56.108,943019,Oceania,45902.04795,2698966,,,
AUS,Australia,2014,12500,2101742,3822.71,28.318,55.811,954559,Oceania,46880.22066,3008801,,,
AUS,Australia,2015,13830,2072940,4922.4,26.156,52.289,894257,Oceania,46288.33448,2924367,,,
AUS,Australia,2016,14632,1627011,5288.71,23.475,47.586,813652,Oceania,47339.96921,2400032,,,
AUS,Australia,2017,13955,1649810,4805.01,22.992,50.117,807505,Oceania,48482.64746,2443360,,,
AUS,Australia,2018,13146,1559500,4755.36,32.139,50.512,1143146,Oceania,50252.84046,2689500,,,
AUS,Australia,2019,8223,1661100,5383.925,30.28,46.262,1090223,Oceania,52203.13229,2743100,,,
AUS,Australia,2020,8694,1201400,6163.451,28.019,43.787,1020694,Oceania,52518.32448,2213400,,,
AUS,Australia,2021,8537,1413331,5757.794,28.247,44.903,1040615,Oceania,,2445409,,,
AUS,Australia,2022,8380,1485221,5395.62,28.164,45.439,1048840,Oceania,,2525681,,,
AUS,Australia,2023,8223,1544593,5167.063,28.094,45.626,1057250,Oceania,,2593620,,,
AUS,Australia,2024,8223,1614236,4942.62,28.071,45.698,1067206,Oceania,,2673219,,,
AUS,Australia,2025,8223,1630407,4782.177,27.812,45.729,1067970,Oceania,,2690154,,,
AUS,Australia,2026,8223,1660829,4805.309,27.789,46.084,1077602,Oceania,,2730208,,,
AUS,Australia,2027,8223,1689374,4825.679,27.77,46.485,1087242,Oceania,,2768393,,,
AUS,Australia,2028,8223,1721137,4846.544,27.753,46.937,1096881,Oceania,,2809795,,,
AUS,Australia,2029,8223,1753414,4863.663,27.735,47.391,1106337,Oceania,,2851527,,,
AUS,Australia,2030,8223,1786232,4878.786,27.716,47.853,1115664,Oceania,,2893672,,,
CAN,Canada,1990,194070,342757,0,25.002,16.574,983680,Americas,,1128617,,,
CAN,Canada,1991,233079,351158,0,24.456,16.765,974360,Americas,,1094439,,,
CAN,Canada,1992,231474,514353,3210.662,23.83,17.818,960850,Americas,,1243619,,,
CAN,Canada,1993,285604,534780,3572.587,22.805,17.904,930050,Americas,,1187877,,,
CAN,Canada,1994,318478,524740,3325.302,23.226,18.158,957600,Americas,,1171272,,,
CAN,Canada,1995,281680,566934,3237.852,23.309,19.294,971120,Americas,,1249654,,,
CAN,Canada,1996,253353,733443,3045.683,23.048,20.474,969930,Americas,,1447600,,,
CAN,Canada,1997,265325,773973,3235.28,23.106,20.501,981770,Americas,25250.25848,1490888,,,
CAN,Canada,1998,263471,828829,3242.996,23.379,20.493,1002700,Americas,26310.70443,1571408,,,
CAN,Canada,1999,329407,798448,3403.933,23.8,20.289,1030280,Americas,27841.35335,1506191,,,
CAN,Canada,2000,367856,829233,3779.454,23.411,20.362,1022990,Americas,29362.94525,1477717,,,
CAN,Canada,2001,399109,992174,4074.873,22.5,21.067,992560,Americas,30214.09251,1592265,,,
CAN,Canada,2002,344535,1116128,3792.314,22.415,21.321,998370,Americas,30963.053,1769563,,,
CAN,Canada,2003,288493,560138,3112.923,23.655,20.871,1064090,Americas,32333.48297,1351845,,,
CAN,Canada,2004,117556,599060,2829.262,22.711,22.722,1032220,Americas,33911.04368,1496094,,,
CAN,Canada,2005,132313,754240,3338.897,21.994,23.367,1010613,Americas,36327.22865,1631599,,,
CAN,Canada,2006,160558,785703,3428.184,21.711,22.95,1009172,Americas,38106.35663,1640847,,,
CAN,Canada,2007,218890,858297,3378.213,22.146,22.111,1041813,Americas,39555.50098,1677990,,,
CAN,Canada,2008,207283,946825,3324.567,21.473,21.493,1022674,Americas,40376.30688,1754376,,,
CAN,Canada,2009,229623,797929,3346.246,20.434,20.305,985090,Americas,38893.72053,1555906,,,
CAN,Canada,2010,221518,852097,3339.999,20.305,19.698,990530,Americas,40114.18959,1614958,,,
CAN,Canada,2011,268462,646009,3973.093,19.804,18.833,977160,Americas,41666.70763,1355387,,,
CAN,Canada,2012,282869,592701,4215.968,20.012,18.971,998390,Americas,42290.96541,1313612,,,
CAN,Canada,2013,274057,632407,4429.449,19.813,18.984,999020,Americas,44298.57873,1356090,,,
CAN,Canada,2014,260021,709275,5854.093,19.177,18.666,977060,Americas,45753.75055,1436113,,,
CAN,Canada,2015,258748,623747,6724.581,17.633,18.026,907510,Americas,44670.08054,1276729,,,
CAN,Canada,2016,232748,676130,5415.527,18.316,17.975,952000,Americas,46472.34025,1389442,,,
CAN,Canada,2017,236098,665138,5425.447,18.274,17.857,958900,Americas,48317.09658,1385820,,,
CAN,Canada,2018,243053,683533,5122.526,18.446,17.778,976990,Americas,50239.99105,1426821,,,
CAN,Canada,2019,236537,788833,5154.034,18.254,17.52,975578,Americas,50660.57779,1529367,,,
CAN,Canada,2020,241792,754103,5279.837,17.491,17.957,943040,Americas,48072.58376,1459780,,,
CAN,Canada,2021,245804,779465,5512.906,17.837,18.235,970009,Americas,,1501903,,,
CAN,Canada,2022,248260,795254,5629.052,17.865,18.004,979721,Americas,,1528491,,,
CAN,Canada,2023,250239,816615,5596.083,17.661,17.891,976511,Americas,,1545770,,,
CAN,Canada,2024,252462,832408,5580.173,17.563,17.853,978930,Americas,,1552877,,,
CAN,Canada,2025,253471,835052,5579.525,17.143,17.819,963113,Americas,,1547815,,,
CAN,Canada,2026,254915,842232,5505.468,17.022,17.773,963764,Americas,,1550524,,,
CAN,Canada,2027,255682,853862,5428.878,16.856,17.727,961717,Americas,,1560806,,,
CAN,Canada,2028,256507,862856,5353.983,17.016,17.703,978178,Americas,,1583835,,,
CAN,Canada,2029,257257,872485,5276.76,16.986,17.672,983715,Americas,,1596863,,,
CAN,Canada,2030,258273,881433,5199.519,16.749,17.652,977011,Americas,,1603115,,,
CHL,Chile,1990,2986,104,700811.223,12.937,4.197,245329,Americas,4511.172098,242447,,,
CHL,Chile,1991,11879,56,1061730.991,12.533,4.195,241618,Americas,4952.539608,229795,,,
CHL,Chile,1992,36407,156,1216267.344,12.06,4.234,236370,Americas,5622.777742,200119,,,
CHL,Chile,1993,45697,299,1273110.381,13.539,4.292,269710,Americas,6119.381459,224312,,,
CHL,Chile,1994,53429,532,1782052.395,14.48,4.305,293038,Americas,6568.777966,240141,,,
CHL,Chile,1995,65628,315,2132193.695,15.74,4.174,323359,Americas,7351.82983,258046,,,
CHL,Chile,1996,81235,260,1959582.096,16.344,4.186,340588,Americas,8011.572773,259613,,,
CHL,Chile,1997,104937,637,1779425.942,17.371,4.341,366935,Americas,8637.326621,262635,,,
CHL,Chile,1998,93689,849,1777005.529,16.323,4.391,349254,Americas,8995.763222,257075,,,
CHL,Chile,1999,105613,764,1719442.295,15.314,4.456,331723,Americas,8977.116842,226875,,,
CHL,Chile,2000,115394,945,1620804.859,15.582,4.573,341525,Americas,9553.568491,226414,,,
CHL,Chile,2001,61189,1662,1453544.322,12.527,4.658,277679,Americas,9972.651669,218152,,,
CHL,Chile,2002,61473,5243,1423124.641,11.459,4.778,256755,Americas,10333.06096,200526,,,
CHL,Chile,2003,160506,12,1435119.571,15.558,4.966,352276,Americas,10841.3259,191783,,,
CHL,Chile,2004,166860,101,1457464.499,16.395,5.223,375103,Americas,11812.63413,208344,,,
CHL,Chile,2005,187047,31,1407340.275,17.415,5.402,402600,Americas,12746.58969,215584,,,
CHL,Chile,2006,115528,20,1513058.493,15.112,5.468,353061,Americas,15753.9601,237553,,,
CHL,Chile,2007,85038,21,1611109.974,13.834,5.414,326691,Americas,16941.82983,241675,,,
CHL,Chile,2008,83444,17,2286030.615,13.561,5.617,323682,Americas,16501.80988,240255,,,
CHL,Chile,2009,58682,18,2050268.999,11.131,5.807,268515,Americas,16159.60715,209851,,,
CHL,Chile,2010,143338,12886,2349380.722,13.998,5.552,341193,Americas,18161.80924,210741,,,
CHL,Chile,2011,166251,11189,2763168.332,14.056,5.227,346050,Americas,20342.56148,190987,,,
CHL,Chile,2012,172800,6921,2607735.892,14.619,4.995,363383,Americas,21507.69257,197504,,,
CHL,Chile,2013,227521,5748,2522750.054,17.051,3.83,428019,Americas,22439.27325,206245,,,
CHL,Chile,2014,224336,41815,3023674.602,17.46,3.644,442951,Americas,22786.64277,260430,,,
CHL,Chile,2015,228226,17331,3178719.428,17.239,3.306,442529,Americas,22698.54566,231634,,,
CHL,Chile,2016,277384,15282,3086229.006,18.536,3.402,482179,Americas,23437.59253,220077,,,
CHL,Chile,2017,262389,17283,3062883.351,17.152,3.937,452584,Americas,24470.70362,207478,,,
CHL,Chile,2018,296114,20940,2918137.489,18.139,3.565,485330,Americas,24740.49615,210157,,,
CHL,Chile,2019,332679,40582,3258664.729,19.271,3.759,521761,Americas,25974.73164,229664,,,
CHL,Chile,2020,328185,48422,3920784.143,19.195,3.96,524204,Americas,25067.6916,244440,,,
CHL,Chile,2021,328634,48384,3677715.296,19.367,3.877,531538,Americas,,251288,,,
CHL,Chile,2022,331631,48138,3669799.952,19.532,3.809,537142,Americas,,253649,,,
CHL,Chile,2023,333886,47956,3591092.754,19.718,3.743,542222,Americas,,256292,,,
CHL,Chile,2024,336287,47764,3531083.088,19.909,3.667,547193,Americas,,258670,,,
CHL,Chile,2025,339414,47519,3522553.112,20.093,3.585,552299,Americas,,260404,,,
CHL,Chile,2026,343062,47239,3515180.896,20.271,3.507,557764,Americas,,261940,,,
CHL,Chile,2027,346705,46965,3504776.092,20.451,3.435,563645,Americas,,263905,,,
CHL,Chile,2028,350475,46687,3483968.038,20.634,3.365,570031,Americas,,266243,,,
CHL,Chile,2029,354541,46394,3464274.892,20.816,3.292,576710,Americas,,268563,,,
CHL,Chile,2030,358949,46084,3445609.614,20.994,3.218,583588,Americas,,270723,,,
COL,Colombia,1990,207,11501,1400348.056,15.541,33.696,734930,Americas,5012.221341,746225,,,
COL,Colombia,1991,62,45526,1641016.279,14.024,33.288,676335,Americas,5182.769951,721799,,,
COL,Colombia,1992,297,18169,1816048.689,11.937,33.963,587024,Americas,5408.870682,604896,,,
COL,Colombia,1993,2153,2656,2134891.523,11.993,34.778,601218,Americas,5724.016711,601722,,,
COL,Colombia,1994,14339,1308,2028313.302,12.686,34.949,648047,Americas,6070.674652,632159,,,
COL,Colombia,1995,4012,7170,2149010.425,13.497,34.477,702260,Americas,6401.813731,705419,,,
COL,Colombia,1996,10216,2863,2401174.838,13.815,34.538,731707,Americas,6535.529513,724373,,,
COL,Colombia,1997,5960,5044,2691417.925,14.193,33.763,764881,Americas,6758.270569,765395,,,
COL,Colombia,1998,6478,31481,3105623.946,13.966,33.546,765401,Americas,6758.525749,793262,,,
COL,Colombia,1999,3579,3143,4095494.16,12.867,31.101,716842,Americas,6460.906827,717120,,,
COL,Colombia,2000,1399,1958,5170544.368,13.237,30.491,749426,Americas,6690.373751,744965,,,
COL,Colombia,2001,2624,9264,5939178.905,12.082,30.485,694792,Americas,6843.739037,701432,,,
COL,Colombia,2002,2849,2981,5970610.035,11.554,30.493,674662,Americas,7018.082018,674794,,,
COL,Colombia,2003,1046,4466,8659719.007,10.774,30.383,638515,Americas,7319.543212,641934,,,
COL,Colombia,2004,1876,63461,7833843.978,11.729,30.504,704980,Americas,7806.050509,766566,,,
COL,Colombia,2005,767,30749,7168893.15,12.849,31.619,782811,Americas,8324.754688,812793,,,
COL,Colombia,2006,867,75556,7079919.384,13.04,34.513,804781,Americas,9035.56564,879471,,,
COL,Colombia,2007,4290,113828,5935785.016,12.418,37.547,775904,Americas,9781.970408,885442,,,
COL,Colombia,2008,1429,156917,5641524.903,12.082,38.153,763859,Americas,10179.24484,919347,,,
COL,Colombia,2009,2272,106750,5550415.556,11.053,35.277,706594,Americas,10258.97084,811072,,,
COL,Colombia,2010,2397,7763,6434913.236,11.86,36.443,766219,Americas,10731.64591,771585,,,
COL,Colombia,2011,2280,19218,7519685.426,12.548,32.481,818536,Americas,11604.10228,835473,,,
COL,Colombia,2012,2285,72438,7773753.716,12.885,29.234,848087,Americas,12018.65128,918239,,,
COL,Colombia,2013,3582,90528,7320258.072,12.368,27.936,821473,Americas,12727.76493,908418,,,
COL,Colombia,2014,4382,25911,10962393.05,12.431,27.207,834074,Americas,13307.4245,855603,,,
COL,Colombia,2015,4598,31526,14383522.29,12.527,27.133,850411,Americas,13265.79726,877340,,,
COL,Colombia,2016,4389,34433,13068066.98,11.526,27.589,793260,Americas,13812.09606,823304,,,
COL,Colombia,2017,4672,55169,12645218.25,10.729,29.763,749678,Americas,14171.3205,800175,,,
COL,Colombia,2018,6288,58184,12206919.63,10.735,33.229,761615,Americas,14865.89324,813511,,,
COL,Colombia,2019,7336,59848,13508281.5,10.565,33.136,759788,Americas,15621.08737,812300,,,
COL,Colombia,2020,6710,101911,12850935.9,9.65,31.4,701477,Americas,14565.36805,796679,,,
COL,Colombia,2021,8333,77733,16330927.19,9.37,30.817,686247,Americas,,755647,,,
COL,Colombia,2022,8606,75337,17343155.85,9.27,30.714,682153,Americas,,748884,,,
COL,Colombia,2023,6890,74431,17535606.2,9.289,30.902,685685,Americas,,753226,,,
COL,Colombia,2024,6554,74588,17857375.63,9.315,30.682,689564,Americas,,757599,,,
COL,Colombia,2025,6999,71834,18851664.43,9.276,30.221,689176,Americas,,754011,,,
COL,Colombia,2026,7306,67912,20248207.98,9.19,29.928,685992,Americas,,746598,,,
COL,Colombia,2027,6650,65819,21452527.04,9.119,29.759,684285,Americas,,743455,,,
COL,Colombia,2028,5649,64643,22466945.19,9.06,29.558,683827,Americas,,742822,,,
COL,Colombia,2029,5143,63637,23625415.81,8.987,29.306,682176,Americas,,740670,,,
COL,Colombia,2030,4890,62848,24900000.9,8.905,29.037,679507,Americas,,737465,,,
EUN,European Union,1990,172783,580210,,13.835,119.273,8291769,,,8929196,,,
EUN,European Union,1991,194238,1507370,2680,13.859,116.166,8329964,,,9643095,,,
EUN,European Union,1992,203715,1483172,2696.121,13.566,115.369,8177842,,,9457298,,,
EUN,European Union,1993,187468,974149,2681.558,13.421,114.103,8112365,,,8899045,,,
EUN,European Union,1994,196425,847734,2630.322,12.734,111.517,7715284,,,8366593,,,
EUN,European Union,1995,174658,1039756,2892.269,12.395,109.865,7523170,,,8254741,,,
EUN,European Union,1996,157265,711232,2718.607,12.263,110.93,7451515,,,8455338,,,
EUN,European Union,1997,151641,1142869,2740.828,11.834,110.921,7195136,,,8406382,,,
EUN,European Union,1998,161535,1103076,2848.645,11.932,108.924,7257722,,,8118483,,,
EUN,European Union,1999,183302,1598939,2924.835,11.598,108.103,7060925,,,8270997,,,
EUN,European Union,2000,203924,783503,2831.347,12.016,114.083,7327443,,,7907022,,,
EUN,European Union,2001,185494,734630,2306.349,11.759,111.017,7189277,,,7738413,,,
EUN,European Union,2002,276505,808415,2676.118,11.999,109.846,7360710,,,7892621,,,
EUN,European Union,2003,292116,692878,2713.51,11.829,107.652,7284726,,,7685488,,,
EUN,European Union,2004,362139,623308,2689.759,12.043,107.09,7444623,,,7705793,,,
EUN,European Union,2005,430162,462105,2931.006,11.951,106.379,7413163,,,7445106,,,
EUN,European Union,2006,477649,436295,3140.731,11.953,105.979,7437009,,,7395655,,,
EUN,European Union,2007,399972,372326,3020.442,11.952,107.405,7455365,,,7427718,,,
EUN,European Union,2008,285823,429790,3197.168,11.467,107.515,7169785,,,7313752,,,
EUN,European Union,2009,343275,382940,3201.327,11.433,107.324,7163082,,,7202747,,,
EUN,European Union,2010,346470,614893,3205.081,11.189,106.303,7023472,,,7291895,,,
EUN,European Union,2011,352613,758858,3524.346,10.894,103.778,6850692,,,7256937,,,
EUN,European Union,2012,329806,637889,3828.27,10.604,104.087,6678764,,,6986847,,,
EUN,European Union,2013,339850,541307,3792.736,10.224,104.414,6448295,,,6649751,,,
EUN,European Union,2014,342515,613051,3656.267,10.315,106.086,6514458,,,6784995,,,
EUN,European Union,2015,331323,696606,3732.347,10.433,106.961,6597885,,,6963168,,,
EUN,European Union,2016,352207,812941,3660.575,10.587,107.844,6705199,,,7165933,,,
EUN,European Union,2017,349521,859020,3788.09,10.542,107.705,6686186,,,7195685,,,
EUN,European Union,2018,373329,840188,3784.305,10.776,105.993,6843472,,,7310332,,,
EUN,European Union,2019,388826,811668,3585.985,10.678,104.845,6788200,,,7211042,,,
EUN,European Union,2020,350140,805678,3532.195,10.449,103.947,6646100,,,7101639,,,
EUN,European Union,2021,354513,776457,3365.217,10.326,103.092,6568655,,,6990665,,,
EUN,European Union,2022,338910,785032,3423.941,10.259,102.402,6524415,,,6968587,,,
EUN,European Union,2023,332637,791178,3379.516,10.198,101.785,6481938,,,6942422,,,
EUN,European Union,2024,346888,790595,3354.374,10.156,101.217,6450090,,,6895572,,,
EUN,European Union,2025,362825,789964,3362.501,10.124,100.617,6424526,,,6851485,,,
EUN,European Union,2026,364703,794493,3361.142,10.086,99.989,6394138,,,6822237,,,
EUN,European Union,2027,367173,799089,3356.441,10.047,99.365,6363815,,,6795026,,,
EUN,European Union,2028,373463,801654,3345.651,10.01,98.75,6333820,,,6762137,,,
EUN,European Union,2029,380940,804792,3334.244,9.97,98.144,6301545,,,6725648,,,
EUN,European Union,2030,390994,813155,3318.094,9.927,97.55,6266636,,,6689092,,,
GBR,United Kingdom,1990,190792,89813,0,12.722,16.762,1102267,Europe,16991.5821,1001288,,,
GBR,United Kingdom,1991,206940,102060,0,12.987,16.556,1124156,Europe,17318.79117,1019275,,,
GBR,United Kingdom,1992,221295,107503,0,12.632,16.821,1086100,Europe,17736.48964,972309,,,
GBR,United Kingdom,1993,186007,145606,0,10.463,16.715,927770,Europe,18564.2215,887369,,,
GBR,United Kingdom,1994,192586,197997,0,10.359,16.815,940917,Europe,19639.80445,946327,,,
GBR,United Kingdom,1995,186007,204120,0,10.688,16.844,983175,Europe,20504.93855,1001288,,,
GBR,United Kingdom,1996,154906,51030,0,9.391,17.206,813372,Europe,21826.52121,709496,,,
GBR,United Kingdom,1997,185409,10206,0,10.326,16.664,862714,Europe,23021.38444,687511,,,
GBR,United Kingdom,1998,163280,8165,0,10.039,16.528,853618,Europe,23657.15501,698503,,,
GBR,United Kingdom,1999,186605,9526,0,10.181,16.351,855597,Europe,24411.42186,678518,,,
GBR,United Kingdom,2000,196773,8845,1607.29,10.602,15.98,892427,Europe,26421.01179,704499,,,
GBR,United Kingdom,2001,263451,8251,1565.787,10.654,15.197,899846,Europe,27730.31941,644646,,,
GBR,United Kingdom,2002,299015,10263,1684.36,11.599,14.772,983047,Europe,28997.05773,694295,,,
GBR,United Kingdom,2003,307155,10693,1732.604,11.749,15.153,999685,Europe,30232.9731,703223,,,
GBR,United Kingdom,2004,323113,12819,1858.982,12.088,15.323,1033938,Europe,31902.61209,723644,,,
GBR,United Kingdom,2005,287003,14358,1865.847,12.046,15.968,1037450,Europe,32592.51454,764806,,,
GBR,United Kingdom,2006,269756,52488,2027.206,12.308,15.654,1069418,Europe,34657.51498,852150,,,
GBR,United Kingdom,2007,278724,76723,2059.942,12.421,15.199,1090472,Europe,35505.3881,888472,,,
GBR,United Kingdom,2008,295319,100563,2587.616,11.949,14.922,1060779,Europe,36644.69777,866022,,,
GBR,United Kingdom,2009,298229,99376,2790.093,11.389,14.855,1022208,Europe,35043.5945,823356,,,
GBR,United Kingdom,2010,306922,128823,2682.443,11.864,15.039,1075546,Europe,36464.48257,897447,,,
GBR,United Kingdom,2011,301735,170826,3063.969,11.616,14.777,1062388,Europe,37169.54714,931479,,,
GBR,United Kingdom,2012,305122,142147,3413.985,11.281,14.747,1039903,Europe,38299.56899,876928,,,
GBR,United Kingdom,2013,309428,126242,3862.679,11.024,14.653,1023414,Europe,39931.22938,840228,,,
GBR,United Kingdom,2014,325992,136715,3486.467,11.349,14.536,1060650,Europe,41289.07583,871373,,,
GBR,United Kingdom,2015,342526,128397,3463.6,11.633,14.595,1094539,Europe,42567.5918,880410,,,
GBR,United Kingdom,2016,331388,139948,3346.258,11.698,14.809,1107884,Europe,44149.99998,916443,,,
GBR,United Kingdom,2017,344427,132894,3591.524,11.706,14.757,1115877,Europe,45744.71049,904344,,,
GBR,United Kingdom,2018,364725,139918,3613.874,11.734,14.582,1125491,Europe,47145.8841,900685,,,
GBR,United Kingdom,2019,317168,167119,3342.445,11.063,14.371,1067216,Europe,48513.4975,917167,,,
GBR,United Kingdom,2020,385000,140000,3513.909,11.324,12.379,1098194,Europe,44916.22834,853194,,,
GBR,United Kingdom,2021,359990,113348,3381.914,11.484,12.246,1119025,Europe,,872383,,,
GBR,United Kingdom,2022,357133,94739,3443.214,11.444,12.12,1119802,Europe,,857408,,,
GBR,United Kingdom,2023,376904,97996,3427.87,11.417,11.997,1121576,Europe,,842668,,,
GBR,United Kingdom,2024,399685,102581,3406.529,11.404,11.876,1124482,Europe,,827378,,,
GBR,United Kingdom,2025,413799,98857,3414.781,11.387,11.755,1126865,Europe,,811923,,,
GBR,United Kingdom,2026,423599,92261,3419.98,11.357,11.632,1127941,Europe,,796603,,,
GBR,United Kingdom,2027,433961,87603,3422.904,11.314,11.509,1127744,Europe,,781386,,,
GBR,United Kingdom,2028,446985,84543,3417.677,11.284,11.388,1128632,Europe,,766189,,,
GBR,United Kingdom,2029,459651,81695,3412.869,11.248,11.268,1128919,Europe,,750963,,,
GBR,United Kingdom,2030,471889,78919,3408.335,11.209,11.151,1128716,Europe,,735746,,,
ISR,Israel,1990,28268,59,5205.761,10.083,0.281,64074,Asia,,35865,,,
ISR,Israel,1991,43733,19,7748.047,12.465,0.269,81721,Asia,,38007,,,
ISR,Israel,1992,32670,6,8249.04,10.213,0.286,69344,Asia,,36680,,,
ISR,Israel,1993,40924,26,8914.674,10.778,0.303,75899,Asia,,35002,,,
ISR,Israel,1994,62946,44,12770.499,14.058,0.312,102537,Asia,,39635,,,
ISR,Israel,1995,56143,17,16182.237,12.489,0.312,94052,Asia,19968.98875,37926,,,
ISR,Israel,1996,66400,447,15170.403,13.776,0.314,106752,Asia,20817.49697,40800,,,
ISR,Israel,1997,72620,25,14638.213,14.6,0.313,116102,Asia,21458.93415,43507,,,
ISR,Israel,1998,88365,84,14670.586,13.817,0.322,112493,Asia,22098.02387,24212,,,
ISR,Israel,1999,77843,10,13990.317,13.622,0.327,113355,Asia,22635.47318,35523,,,
ISR,Israel,2000,95935,20,12249.647,16.739,0.327,142185,Asia,24998.38497,46270,,,
ISR,Israel,2001,87042,1,9627.844,15.347,0.327,132879,Asia,24975.33954,45838,,,
ISR,Israel,2002,97294,1,9786.839,17.988,0.3,158537,Asia,25284.81707,61245,,,
ISR,Israel,2003,90175,1,9452.927,18.557,0.291,166440,Asia,23886.74482,76266,,,
ISR,Israel,2004,11590,34,10716.963,9.09,0.279,83059,Asia,25254.73373,71503,,,
ISR,Israel,2005,92184,0,11282.734,17.074,0.287,159266,Asia,24854.38019,67082,,,
ISR,Israel,2006,154638,303,12713.996,22.24,0.347,212252,Asia,25706.57805,57917,,,
ISR,Israel,2007,115574,94,12667.925,19.565,0.325,191381,Asia,27499.17949,75901,,,
ISR,Israel,2008,154049,194,15699.411,23.715,0.349,237856,Asia,27462.7338,84001,,,
ISR,Israel,2009,114409,0,14406.987,18.079,0.337,185697,Asia,27490.97733,71289,,,
ISR,Israel,2010,128946,2,17215.612,19.117,0.376,200632,Asia,28825.64583,71688,,,
ISR,Israel,2011,157704,15,20441.647,19.872,0.379,212550,Asia,30486.8529,54861,,,
ISR,Israel,2012,129520,22,20668.875,18.434,0.384,200533,Asia,31693.04775,71035,,,
ISR,Israel,2013,188924,82,18390.563,23.665,0.419,261492,Asia,34152.30443,72650,,,
ISR,Israel,2014,123026,0,18967.396,18.941,0.413,212526,Asia,34266.99518,89501,,,
ISR,Israel,2015,145952,0,18889.529,19.078,0.465,217445,Asia,35475.17729,71493,,,
ISR,Israel,2016,171730,3,17509.491,20.704,0.474,239838,Asia,37794.80754,68111,,,
ISR,Israel,2017,164188,3,16991.564,21.297,0.478,250816,Asia,38833.97343,86631,,,
ISR,Israel,2018,181212,0,16340.308,20.374,0.518,243954,Asia,40343.09695,62742,,,
ISR,Israel,2019,220922,13,16517.046,23.556,0.586,286693,Asia,41947.58994,65784,,,
ISR,Israel,2020,197180,13,16930.143,21.73,0.577,268687,Asia,41854.93415,71520,,,
ISR,Israel,2021,202718,13,16533.138,21.641,0.58,271744,Asia,,69040,,,
ISR,Israel,2022,210051,13,17038.113,21.788,0.58,277732,Asia,,67694,,,
ISR,Israel,2023,216689,13,17025.115,21.94,0.595,283816,Asia,,67140,,,
ISR,Israel,2024,222351,13,16960.662,22.095,0.613,289981,Asia,,67643,,,
ISR,Israel,2025,227821,13,17070.399,22.247,0.623,296168,Asia,,68360,,,
ISR,Israel,2026,234160,13,17193.169,22.396,0.632,302380,Asia,,68233,,,
ISR,Israel,2027,240765,13,17302.784,22.547,0.642,308659,Asia,,67907,,,
ISR,Israel,2028,247313,13,17356.633,22.698,0.652,315013,Asia,,67713,,,
ISR,Israel,2029,253976,13,17412.6,22.85,0.662,321431,Asia,,67467,,,
ISR,Israel,2030,260693,13,17469.37,23,0.672,327899,Asia,,67219,,,
JPN,Japan,1990,529171,0,1057.741,6,5.155,1067242,Asia,19570.54854,549500,,,
JPN,Japan,1991,508003,0,985.044,6.401,5.299,1142370,Asia,20841.78568,575200,,,
JPN,Japan,1992,590509,0,901.014,6.65,5.457,1190669,Asia,21417.88235,591700,,,
